"Sample"	"3prime_overlapping_ncRNA"	"antisense"	"bidirectional_promoter_lncRNA"	"IG_C_gene"	"IG_C_pseudogene"	"IG_J_gene"	"IG_pseudogene"	"IG_V_gene"	"IG_V_pseudogene"	"lincRNA"	"macro_lncRNA"	"miRNA"	"misc_RNA"	"Mt_rRNA"	"Mt_tRNA"	"piRNA"	"polymorphic_pseudogene"	"processed_pseudogene"	"processed_transcript"	"protein_coding"	"pseudogene"	"ribozyme"	"rRNA"	"scaRNA"	"sense_intronic"	"sense_overlapping"	"snoRNA"	"snRNA"	"sRNA"	"TEC"	"TR_C_gene"	"TR_J_gene"	"TR_J_pseudogene"	"TR_V_gene"	"TR_V_pseudogene"	"transcribed_processed_pseudogene"	"transcribed_unitary_pseudogene"	"transcribed_unprocessed_pseudogene"	"translated_unprocessed_pseudogene"	"tRNA"	"unassigned"	"unitary_pseudogene"	"unprocessed_pseudogene"
"Li M45 0h K"	0	0.0228246377347446	0.00208256026172103	0.000144776916590232	0	0	0	0	0	0.431145657605711	0	36.45928784012	0.1740998105427	0.181962310782138	0.30491132302492	23.245955267051	0.000651496124656043	0.0106299666834905	0.0548314729870774	5.02644294698091	0.00290110667475042	0.0339780286551383	1.92613437168823	0.144147693837359	0	0.000350805605584023	26.6832933674799	0.719758440828338	5.56834294577815e-05	0.00672098993555423	7.23884582951159e-05	0	0	5.56834294577815e-06	0	0.00237768243784727	0.000456604121553808	0.00477763824747765	3.34100576746689e-05	2.79110962819951	1.75980796789783	0.00150902093830588	0.00753953634858361
"Li M46 0h K ohne Narkose gefällt"	9.86681769475618e-06	0.0204045789927558	0.00210821004744624	9.2090298484391e-05	0	0	0	6.57787846317079e-06	0	0.667417860387161	0	28.1272352453253	0.245450245913986	0.15809930886231	0.296557072633592	18.0240447769343	0.000509785580895736	0.0116066665482649	0.0799541127198409	6.02201813257977	0.005449772306737	0.0490150613683171	2.61652547250545	0.266565235780765	6.57787846317079e-06	0.000368361193937564	37.719084464564	0.672361136052234	0.00187140642277209	0.00653512225316018	4.27562100106101e-05	6.57787846317079e-06	0	2.30225746210978e-05	3.28893923158539e-06	0.00205887595897246	0.000401250586253418	0.00341720786161722	2.30225746210978e-05	2.95163220187246	2.04159916118894	0.00138464341649745	0.00611084909228566
"Li M47 10' gefällt"	0	0.0100580067788947	0.00110447454595444	7.84905768698586e-05	0	0	0	0	0	0.791308357183256	0	20.9496339423754	0.315823655445205	0.188326926259673	1.97985752390487	14.0007678621006	0.000123342335081206	0.0138423738779772	0.0719814654594367	6.29365477691408	0.0139376838641763	0.0496957480981733	3.52025752085495	0.320875084713758	0	0.000173800563068973	42.0297752882062	0.904020825568373	0.000633531084735287	0.00626242674025943	5.60646977641847e-06	0	0	5.60646977641847e-06	0	0.00108204866684876	0.000213045851503902	0.00188377384487661	1.12129395528369e-05	5.96559780441673	2.56313221356434	0.00147450155119806	0.0044010787744885
"Li M48 10' K"	6.04656502048229e-06	0.0206701825225187	0.00202559928186157	4.2325955143376e-05	0	0	0	6.04656502048229e-06	6.04656502048229e-06	0.683688130148442	0	32.8102732107148	0.278117804682103	0.166087047982607	0.323016573241694	8.43362795926828	0.000471632071597618	0.00988008724346805	0.0842800465379923	6.08441047094548	0.00574121348694793	0.0725225008556645	1.80077590126999	0.30603781866418	3.02328251024114e-06	0.000305351533534355	43.5798131919783	0.92901238944196	0.00296281686003632	0.00649401083199797	5.13958026740994e-05	3.02328251024114e-06	0	2.1162977571688e-05	0	0.00155094392775371	0.000350700771187973	0.00316840007073272	3.62793901228937e-05	2.31653580438709	2.06760174577635	0.00144512903989527	0.00895798607784451
"Li M49 10' K"	0	0.0207144569023855	0.00199014876362008	5.85337871652965e-05	0	0	0	3.25187706473869e-06	0	0.492324431970244	0	39.4671929504508	0.24746459274955	0.207186843425696	0.231130414253367	12.0280071164078	0.00044875903493394	0.0124351778955608	0.0654375221737367	5.52451964084969	0.00332341836016295	0.0400403622981275	1.48123000298848	0.201018032633887	6.50375412947739e-06	0.00029917268995596	35.2902966915078	0.63499078255446	0.000282913304632266	0.0076809336269128	1.95112623884322e-05	0	0	1.62593853236935e-05	0	0.00165195354888726	0.000308928321150176	0.00404858694559967	3.25187706473869e-05	1.98190850713803	2.04227310109078	0.00158366413052774	0.0100743151465605
"Li M5 1h"	0	0.0223092550266457	0.00185769979139818	0.000168575298674971	0	0	0	1.01145179204983e-05	3.37150597349942e-06	0.626476382465795	0	26.7041546663531	0.230361517145322	0.155149961888496	0.316176458688802	21.4021648304996	0.0005866420393889	0.0193052432042577	0.0754779042287316	6.95301631107618	0.0134455658223157	0.0610040290844986	4.87071016322944	0.286581379253424	0	0.000478753848236918	30.934872079669	1.02845766818016	0.00122722817435379	0.00909632311650145	3.70865657084937e-05	0	0	1.34860238939977e-05	0	0.00251177195025707	0.00040795222279343	0.00344230759894291	3.70865657084937e-05	3.09292180641514	3.17877383452433	0.00184421376750418	0.00691833025762082
"Li M50 0h K gefällt"	0	0.0160964677180097	0.00148424735339922	0.000216083743573634	0	0	0	1.77117822601339e-05	0	0.514668968914972	0	22.2821801475292	0.229172750663873	0.143816129595836	0.321157120653653	27.9416790684566	0.000258592020997956	0.0150160490001416	0.0637730432058383	5.14054370070545	0.0177436634682022	0.0488632648992575	3.2719152486968	0.244532408239861	7.08471290405358e-06	0.000180660179053366	29.4212575960521	0.808595995521895	0.000435709843599295	0.00681903617015157	1.41694258081072e-05	3.54235645202679e-06	0	4.60506338763482e-05	0	0.00147007792759112	0.000304642654874304	0.00323062908424843	1.41694258081072e-05	7.06964371970665	2.42736787754329	0.00126816360982559	0.00620620850395093
"Li M6 1h B"	0	0.0178055246435703	0.00216695611930442	0.000276397464196993	0	0	0	5.52794928393985e-06	0	0.439665446298156	0	49.3971467268653	0.389952598387685	0.994953479819198	1.79329438745651	3.93241728211629	0.00038142850059185	0.0141902458118736	0.300256093306477	7.57440716475295	0.00199558969150229	0.0577836538650233	2.55772685418613	0.35259471712682	0	0.000237701819209414	27.4432388785538	0.916970699270659	0.00352130369386969	0.00858490523795859	1.10558985678797e-05	0	0	1.10558985678797e-05	0	0.00104478241466463	0.000414596196295489	0.00278055848982175	5.52794928393985e-06	1.09119507685259	2.68250372542322	0.00485353947129919	0.0176065184693484
"Li M7 K"	0	0.0115265979086229	0.00122872363492934	0.000120463101463661	0	0	0	0	0	0.439001959762571	0	27.0040379231611	0.217587337469463	0.151976248806555	1.79019526724567	28.2271066759274	0.000192740962341858	0.0125212789464228	0.0516545779076179	4.20530836144713	0.0116883626448741	0.0367033861145281	2.32177139958161	0.192572313999809	0	0.000168648342049126	25.4420961405687	0.798436320106944	0.000206508173937705	0.00485982569333398	3.09762260906557e-05	0	0	2.7534423191694e-05	0	0.00154536950163382	0.000265018823220054	0.00240926202927322	1.03254086968852e-05	7.2077995383854	1.86096217665122	0.00141113918857432	0.00457759785561912
"Li M8 2h B"	0	0.0240210322903589	0.00206302787115805	5.9242354408255e-05	0	0	0	3.48484437695617e-06	1.04545331308685e-05	0.372247591502082	3.48484437695617e-06	33.9720855601779	0.194353255747223	0.230801243085807	0.353777916304214	23.6648358920571	0.000554090255936032	0.0193548256696146	0.0810923286517702	5.30071663036737	0.00438393422621087	0.0518579691734848	2.35054495647882	0.182107512606599	1.04545331308685e-05	0.000432120702742566	27.0721180877153	1.28538833328466	0.00190272502981807	0.00939165559589689	2.43939106386932e-05	0	0	1.74242218847809e-05	0	0.00239408808696889	0.000466969146512127	0.00402151041100742	4.53029769004303e-05	2.46887284729837	2.33948406042636	0.00195151285109546	0.00860408076670479
"Li M9 1h K"	3.98428724607341e-05	0.0469030294607761	0.00397631867158126	0.000119528617382202	0	0	0	2.39057234764404e-05	0	0.428828836294881	0	33.0389768477849	0.227829513304969	0.0796299649000231	0.150733555093449	18.9450069549718	0.00119528617382202	0.0273401790825557	0.0879889995422851	9.5773818706643	0.0205031421682937	0.0459547690962107	3.14023193014174	0.293155886991589	0	0.000677328831832479	24.0493809373849	1.20303959680288	0.00223120085780111	0.0121680132495082	4.78114469528809e-05	0	0	0.000183277213319377	0	0.0118731759932987	0.000868574619644002	0.00835903464226201	4.78114469528809e-05	4.72946052113202	3.85269420691009	0.00193636360159168	0.0112117843104506
"Maus 1 -0 min"	0	0.0222837336927743	0.00217108746931113	3.3697588215472e-05	0	0	0	4.81394117363886e-06	0	0.489438213065036	0	34.8750108313676	0.221624223751986	0.13598421027295	0.268815289077168	15.5454484186203	0.00046213835266933	0.01223703846339	0.0730371154864488	5.64802387714822	0.00932460405333847	0.0442449333269147	1.89296683194531	0.283285996245126	1.44418235209166e-05	0.000404371058585664	32.9691041255476	1.03649930197853	0.00353824676262456	0.00582005487892938	5.29533529100274e-05	0	0	3.85115293891109e-05	0	0.00230106388099937	0.000322534058633804	0.00476098782072883	3.3697588215472e-05	4.06745294372503	2.37372069513311	0.00112164829345785	0.0104173686997545
"Maus 10 - 1h"	2.22524856026418e-05	0.0197880228221492	0.00202497618984041	8.90099424105673e-05	0	0	0	0	0	0.60520641405645	0	32.8792824908542	0.260048109873873	0.288097367976003	0.496586468708555	12.9580841054946	0.00048399156185746	0.0073989514628784	0.0598814387567091	5.70937029916242	0.0034046302972042	0.0253567073442103	1.61647062226851	0.201969122450978	1.11262428013209e-05	0.000522933411662083	39.9365915422753	1.03595890410959	0.000144641156417172	0.00530721781623007	1.66893642019814e-05	0	0	5.56312140066045e-06	0	0.0019137137618272	0.000289282312834344	0.00314316359137316	3.33787284039627e-05	2.33794627359876	1.53361349212707	0.00236988971668135	0.0085672069570171
"Maus 2 - 0 min"	0	0.0168816943033743	0.00184520844711301	3.1407803355115e-05	0	0	0	0	3.92597541938938e-06	0.582241784572542	0	38.0818006030848	0.212147933737544	0.229516448992923	0.361052329444144	13.4397092077119	0.000361189738583823	0.00969715928589177	0.0633299094901701	5.0179776303417	0.00648178541741187	0.0664078742189714	1.76551507207482	0.270896229913287	0	0.000290522181034814	34.6648750085243	1.06919229376566	0.00176276296330583	0.00471117050326726	2.74818279357257e-05	0	0	1.57039016775575e-05	0	0.0013662394459475	0.000294448156454203	0.00318396606512479	1.96298770969469e-05	2.44535267959797	1.67271679108672	0.00155861224149758	0.00873529530814137
"Maus 3 unbestrahlt"	0	0.0136895171311601	0.00170653207568626	2.23563154020034e-05	0	0	0	0	7.45210513400115e-06	0.630768534857259	0	34.6602030087576	0.250971996702891	0.201702403609442	0.3009234574161	13.4512584258158	0.000301810257927046	0.00886800510946137	0.0656120596523131	5.04314880654164	0.00525373411947081	0.0482710110054924	1.75100251307341	0.305573571019717	3.72605256700057e-06	0.000186302628350029	38.7300919805885	0.709399422178672	0.00153513365760424	0.00449734544836969	2.23563154020034e-05	0	3.72605256700057e-06	7.45210513400115e-06	0	0.00112899392780117	0.00026082367969004	0.00248527706218938	2.98084205360046e-05	2.17093981553208	1.63096400357492	0.00160592865637725	0.00755270855331016
"Maus 4 unbestrahlt"	3.45945790363839e-06	0.0185080997844654	0.00196151263136297	0.000425513322147522	0	0	0	3.11351211327455e-05	6.91891580727678e-06	0.484593944225859	0	45.8572144036744	0.412768679230518	1.15585331801624	1.31580827310677	3.46164082157559	0.000435891695858437	0.0146888582588486	0.245036862772611	8.48919834431728	0.00278140415452527	0.0542996512555082	2.86268757742915	0.412734084651482	0	0.000179891810989196	31.0110511344894	0.528089708448304	0.00352518760380752	0.0083442124635758	1.03783737109152e-05	0	0	1.38378316145536e-05	0	0.00119005351885161	0.000511999769738482	0.00261880963305426	3.45945790363839e-06	0.954682381461761	2.67507425639904	0.00545556511403774	0.0185703700267309
"Maus 5 - 10 min"	0	0.0194052016409839	0.00208470457761635	8.57147256582348e-05	0	0	0	0	0	0.550710989873754	3.06124020207981e-06	32.4519043194681	0.299052555341177	0.238045099353928	0.500788284658237	13.145394001359	0.000416328667482855	0.00898780123330633	0.0825126684068593	5.65719332212491	0.00736840516640611	0.0453890084762374	1.85127276724696	0.341104811997147	0	0.000358165103643338	39.7476723783592	1.09801481940259	0.00218572550428499	0.00522859826515232	5.20410834353568e-05	0	0	1.22449608083192e-05	0	0.00168674335134598	0.000336736422228779	0.00316838360915261	3.06124020207981e-05	2.34234467550379	1.58718569749394	0.0026387890541928	0.00736534392620403
"Maus 6 - 10 min"	4.70075598497902e-06	0.0217433468085204	0.0021505958631279	8.22632297371328e-05	0	0	0	2.35037799248951e-06	2.35037799248951e-06	0.702969853017702	0	28.7073875294773	0.275389088624011	0.210605620017022	0.505669722816163	13.8847616251341	0.000502980890392755	0.0092299343765063	0.0730520983845664	5.94095173574005	0.00946027141977027	0.0424478265443605	2.04792900203797	0.321172101539714	0	0.000361958210843384	41.6915806733871	1.17941967663124	0.00148073813526839	0.00579838250747162	5.64090718197482e-05	0	0	2.58541579173846e-05	0	0.00174868122641219	0.000425418416640601	0.00371124685014093	4.70075598497902e-05	2.64853754310476	1.70068180704957	0.00243029084423415	0.00817931541386349
"Maus 7 - 30 min"	0	0.0223577814943327	0.00202493445840362	2.08756129732332e-05	0	0	0	0	0	0.470588505449109	0	43.7548046527984	0.27857461732131	0.209121452959363	0.31053518078333	10.4553106880946	0.000177442710272482	0.00772397680009628	0.046281233961658	4.583512211242	0.00243200891138167	0.0260214515711352	1.16956665463188	0.179311077633586	0	0.000104378064866166	34.5214166566725	0.633199092704109	0.000323572001085114	0.00504146053303581	4.17512259464664e-05	0	0	0	0	0.00217106374921625	0.000417512259464664	0.00372629691572212	4.17512259464664e-05	1.88343955367104	1.42080465676474	0.00204581007137685	0.00886169770713749
"Maus 8 - 30 min"	0	0.0255844772310758	0.0028438401967534	0.000121014476457592	0	0	0	3.52958889667976e-05	0	0.471991754073574	5.04226985239965e-06	46.4724834762296	0.216207489001045	0.251276475824484	0.359589474523881	10.2337303851921	0.000630283731549956	0.00948450959236374	0.0524043105759896	5.48714427920702	0.00315646092760218	0.0457081762120028	1.36181119946625	0.186700125824802	0	0.00042859293745397	30.5112992729349	0.750920037768618	0.00028236711173438	0.00619694964859917	4.03381588191972e-05	0	0	2.01690794095986e-05	0	0.00185555530568307	0.000408423858044372	0.00408928085029612	5.54649683763962e-05	1.87583027275957	1.65459059844583	0.00216313376667945	0.0109114719605928
"Maus 9 - 1h"	6.97892177193986e-06	0.0220673506428738	0.00218440251461718	8.02576003773084e-05	0	0	0	6.97892177193986e-06	3.48946088596993e-06	0.563178050230231	3.48946088596993e-06	32.9509058675355	0.309434922985156	0.230241608178068	0.617990501827047	13.0883606170791	0.000453629915176091	0.00998334759475997	0.0818976469937143	5.64172895528821	0.0112221062092793	0.0671825904375791	1.94899301486699	0.298341926828657	0	0.000411756384544452	38.0287763277207	1.23188088711308	0.00383142805279498	0.005454027364771	3.14051479737294e-05	0	0	6.97892177193986e-06	0	0.00219138143638912	0.000422224767202362	0.00374768099153171	4.18735306316392e-05	3.0082328246467	1.85890909263479	0.00198550324411689	0.00980887455046148
"Re M1 10'"	0	0.0168860448321151	0.00150520569997254	0.000159253845389586	0	0	0	1.02744416380378e-05	0	0.393762838556979	5.1372208190189e-06	26.3429183256893	0.128877458686727	0.1847293234311	0.726063967235217	22.924955786509	0.000482898756987776	0.0100381294803629	0.0949409779562882	6.02830259340264	0.00189049726139895	0.0339313435096198	2.66412675619747	0.157157859295426	0	0.000261998261769964	34.0291972917805	1.1675567244217	0.00145897071260137	0.00574855009648215	1.02744416380378e-05	0	0	5.1372208190189e-06	0	0.00169528287027624	0.000236312157674869	0.0025275126429573	5.1372208190189e-06	3.41142285707769	1.66212724711029	0.00126889354229767	0.00573313843402509
"Re M10 1h"	0	0.0174561896292269	0.00165718912315756	4.17778770543923e-05	0	0	0	6.96297950906538e-06	0	0.445498391969512	0	27.8757314261825	0.169646032758869	0.255339421576937	0.523421095655463	8.88320910913691	0.000459556647598315	0.0123383996900639	0.126517337679718	7.04623585505528	0.00311245184055223	0.0613925903314295	2.60713449162033	0.246022954993807	0	0.000306371098398877	47.0046028079747	0.968320671387195	0.00747127701322715	0.0068794237549566	0	0	0	0	0	0.00155274443052158	0.000306371098398877	0.00244400580768195	2.08889385271961e-05	1.7226620194813	2.0045443189468	0.00107926182390513	0.00458860349647409
"Re M11 30' K"	0	0.0280776926788714	0.00259504839911464	9.50299413760292e-05	0	0	0	1.46199909809276e-05	0	0.485244810652476	0	41.5155184990766	0.180725018510736	0.19386839040259	0.287085452896984	16.8459577077287	0.000738309544536842	0.0151097606787886	0.0595983932337512	6.18158803657834	0.00422517739348807	0.0346420686293079	1.99367700010066	0.146163359831823	0	0.000380119765504117	26.3672049040713	0.752015786081461	0.000285089824128087	0.0107530033664722	0	0	0	1.46199909809276e-05	0	0.0022807185930247	0.000365499774523189	0.0051462368252865	3.65499774523189e-05	2.42757640242812	2.44751076013061	0.00189328883203012	0.00961264406995987
"Re M12 30'"	0	0.0318195428420643	0.00290918189707615	8.38999474005865e-05	7.804646269822e-06	0	0	0	1.9511615674555e-06	0.338208492618034	0	37.7804643538196	0.173446556377389	0.198078020004947	0.632069033969372	19.6492486603617	0.000809732050494032	0.0187935882177314	0.0976595387742826	5.50211172265284	0.00442328327342162	0.0522755207152677	1.73583918151738	0.156649006443165	7.804646269822e-06	0.000563885692994639	25.4228137849253	1.60720690402131	0.0019336011133484	0.00990604727797157	5.26813623212985e-05	1.9511615674555e-06	0	3.5120908214199e-05	0	0.00500863174365827	0.000639980994125404	0.00504180149030501	3.5120908214199e-05	4.04728273240354	2.51294390828042	0.00177165470324959	0.00985531707721773
"Re M13 2h K"	0	0.0166307955731618	0.00168325074391684	4.86890711050325e-05	0	0	0	0	6.95558158643322e-06	0.551685431318744	0	34.7211295196761	0.176184881584353	0.175016343877833	0.544625516008514	18.210102105851	0.000368645824080961	0.0148849445949671	0.0733118299210062	5.43677122459204	0.00989431480670126	0.0403249842473466	2.56378563926977	0.227249283801153	6.95558158643322e-06	0.000233011983145513	30.2672097955734	0.992418902961499	0.00117549328810721	0.00676778088359952	2.78223263457329e-05	3.47779079321661e-06	0	3.47779079321661e-06	0	0.00165890620836432	0.000372123614874177	0.00369689161318926	1.04333723796498e-05	3.7485507176317	2.2057540326897	0.00126243805793763	0.00714338228926692
"Re M14 2h"	3.67697509084702e-06	0.0308682058876608	0.0031438137026742	0.000102955302543717	0	0	0	1.47079003633881e-05	3.67697509084702e-06	0.563812652530119	0	30.1288581212687	0.185359991304689	0.19956046910554	0.374731562433493	12.6393591944306	0.00082731939544058	0.0164728484069947	0.120314301947605	7.01461318148505	0.00447855566065168	0.0524557266460236	2.35148807917322	0.21475373018092	3.67697509084702e-06	0.000588316014535524	39.3148684959275	1.59635505871614	0.00350415726157721	0.0104536401832781	4.41237010901643e-05	0	0	1.10309252725411e-05	0	0.00236429498341464	0.000441237010901643	0.00416968975302053	3.30927758176232e-05	2.48983058999124	2.66597240474318	0.00198556654905739	0.00815185377640785
"Re M15 10' K"	0	0.0191523576785964	0.00173068244531568	0.00010296966493869	0	0	0	3.96037172841117e-06	0	0.597176532183664	3.96037172841117e-06	34.1272518921171	0.22548376435709	0.178901872087518	0.439050770183391	16.9253337256742	0.000495046466051397	0.0122890334732599	0.0868588727475138	5.73541825782852	0.00572273714755414	0.0420076629232573	2.34007672428149	0.231931249530943	3.96037172841117e-06	0.000328710853458127	32.7210902269709	0.941491250251731	0.00190889917309418	0.00597224056644405	4.35640890125229e-05	0	0	0	0	0.00184949359716802	0.000332671225186538	0.00443561633582051	5.14848324693452e-05	3.35913185483416	1.9848987065624	0.00177028616259979	0.00769896264003132
"Re M16 10'"	0	0.0363249734668576	0.00273355285168041	2.71995308624917e-05	0	0	0	0	0	0.274701661945735	0	60.4295105118027	0.156886894014852	0.224518527504438	0.210864363011467	9.09102159805948	0.000462392024662359	0.0186588781716693	0.0586285887741008	5.5065722226423	0.00413432869109874	0.0302458783190908	1.81219594324437	0.0691140079215914	0	0.00111518076536216	17.0717175470157	0.911837072634171	0.000367193666643638	0.0131509731720147	0.000203996481468688	0	0	0	0	0.00405273009851126	0.00055759038268108	0.00495031461697349	5.43990617249834e-05	1.46201558315522	2.59242808580038	0.00110158099993091	0.00984623017222199
"Re M17 2h K"	0	0.030545842674525	0.0028964768085517	0.000116636650008793	0	0	0	0	0	0.510252944719023	0	43.1629345314596	0.200900149826257	0.243232773965559	0.269514899100874	11.7333618790735	0.0007451785972784	0.0161023375151028	0.06098800832682	7.14768830695552	0.00404988368086087	0.0455660512701018	2.31804974190253	0.171183723329572	0	0.000686860272274004	29.4766345038944	0.677049834045486	1.94394416681322e-05	0.00982987767018551	2.59192555575096e-05	0	0	0	0	0.00248176871963154	0.000259192555575096	0.00406284330863963	7.12779527831513e-05	1.38978400317977	2.51004662744479	0.00260488518352971	0.0083136012200712
"Re M18 1h K"	2.97655643317338e-06	0.0260746343545988	0.00263127588692526	0.000104179475161068	0	0	0	1.19062257326935e-05	2.97655643317338e-06	0.742644876963891	0	33.1887857998256	0.283576531388428	0.201998049224445	0.360115703511048	8.68283240418636	0.000592334730201502	0.0141445961704399	0.0920678670344857	6.62871973932271	0.00996551093826446	0.0639661977488959	1.84884040356271	0.3380475141155	5.95311286634675e-06	0.000511967706505821	41.6478079492452	1.03420155614966	0.00134242695136119	0.00854569351964076	2.97655643317338e-05	0	0	8.92966929952013e-06	0	0.00188713677863192	0.000410764787777926	0.0040362105233831	6.54842415298143e-05	2.47823921447009	2.32662235943354	0.00222944076844686	0.00892966929952013
"Re M19 2h"	6.57285364121631e-06	0.0356051481744688	0.00339487890568823	0.000108452085080069	0	0	0	0	6.57285364121631e-06	0.548356747152574	3.28642682060816e-06	37.0931765103037	0.23885092846816	0.127418054261799	0.204688521667938	11.7839237464845	0.000759164595560484	0.0226073300989635	0.0796827046924654	8.18854979975144	0.0183415480858141	0.0441071343593821	2.41887586850402	0.354263665554277	3.28642682060816e-06	0.000769023876022309	32.0138461105664	0.99545539753539	0.00264886001741017	0.0113283132506363	5.25828291297305e-05	0	0	0.000138029926465543	0	0.00300708054085646	0.000637566803197983	0.00616862314228151	5.25828291297305e-05	2.49997173672934	3.29078133614546	0.00181739403179631	0.0105954400696407
"Re M2 30'"	0	0.0187199711673194	0.00160484027423587	0.000161433637053312	0	0	0	1.58268271620894e-05	3.16536543241788e-06	0.350371134348903	0	28.0466127915139	0.200592372817754	0.205979824783729	1.49496094398034	25.9289105138214	0.000408332140781907	0.0139972459421519	0.093723305088461	4.67474461594289	0.00404217165719763	0.0490726602987744	2.58651189042619	0.169714233024517	0	0.000303875081512117	27.1977883971568	1.48921580572051	0.000750191607483038	0.00620728161297146	3.16536543241788e-05	0	0	9.49609629725364e-06	0	0.00356736684233495	0.000316536543241788	0.00296911277560797	1.89921925945073e-05	5.37642066744326	2.07349161869793	0.00169030514091115	0.00707142637602155
"Re M20 1h"	6.86609090374784e-06	0.0295138917497601	0.00268120849791353	0.000102991363556218	0	0	0	3.43304545187392e-06	6.86609090374784e-06	0.743652573603121	0	36.0512822836728	0.247491679671043	0.165798930098251	0.318741104979234	9.59101580244554	0.000765569135767884	0.0209003807110084	0.0718193108532024	7.6790566650243	0.0133579798532414	0.0534044550493507	2.40792778080801	0.347149556093491	0	0.000556153363203575	36.5704926447688	0.803991780465257	0.00313437049756089	0.0126095759447329	4.4629590874361e-05	0	0	5.49287272299827e-05	3.43304545187392e-06	0.00237910049814863	0.000514956817781088	0.00432220422390927	5.49287272299827e-05	1.73722055696631	3.10921657353501	0.00203922899841311	0.00868560499324102
"Re M21 direkt K"	3.71527748107159e-06	0.0197095470370848	0.00169788180884972	0.000107743046951076	0	0	0	1.11458324432148e-05	7.43055496214318e-06	0.391597677059908	0	28.4871538708176	0.185299464368446	0.167362104689832	1.09283772522476	25.8994556746962	0.000508993014906808	0.0150728807407074	0.0936249925230041	4.83835756499228	0.00404593717688696	0.0378289553122709	2.45503306782722	0.18257616597482	3.71527748107159e-06	0.000330659695815372	27.4464897872595	1.45478377270824	0.000735624941252175	0.00690298555983102	3.71527748107159e-05	0	0	5.94444396971454e-05	0	0.00235177064551832	0.000427256910323233	0.00395305523986017	3.34374973296443e-05	5.1224685492473	2.08085261159858	0.00159385403937971	0.00668378418844779
"Re M22 0h"	0	0.0338536230484267	0.00225398726940201	7.30233456609723e-05	0	0	0	0	0	0.271651714081861	4.86822304406482e-06	33.4046317052957	0.161878152661243	0.421972705236494	0.418117072585595	30.9807337152097	0.000827597917491019	0.0615538121691556	0.0768595054196954	6.4284787932415	0.00554490604718983	0.0417936948332965	4.39847846609692	0.135818554706364	0	0.000491690527450547	15.6560933405824	1.31931278605679	0.00170874628846675	0.00985328344118719	7.78915687050371e-05	0	0	3.89457843525186e-05	0	0.00436679607052614	0.000710760564433463	0.00830518851317458	3.89457843525186e-05	2.97208424596288	3.16313279110416	0.00515057998062058	0.0141081103816998
"Re M23 0h"	5.4451197542465e-06	0.02796613505781	0.00251564532646188	4.90060777882185e-05	0	0	0	0	1.0890239508493e-05	0.49909423155448	0	39.1311407542221	0.19703165830741	0.195931744117052	0.359290781864201	11.148343629964	0.000849438681662454	0.0164007006997905	0.090590457351399	6.54078130607623	0.00829836250547166	0.0743585553639902	1.84595004788711	0.289979852512397	5.4451197542465e-06	0.00054451197542465	33.357669388555	1.2859140360431	0.00416551661199857	0.00952895956993137	1.0890239508493e-05	0	0	1.63353592627395e-05	0	0.00239040757211421	0.00103457275330683	0.00477537002447418	7.07865568052045e-05	2.21215068671945	2.68096460732056	0.00176966392013011	0.0104001787306108
"Re M24 direkt K"	0	0.0111916759255128	0.000931900057239372	0.000142003818246	0	0	0	5.91682576024998e-06	5.91682576024998e-06	0.493004714408429	0	24.6859200965815	0.178572759857225	0.147657345259918	0.724414728304686	32.1306241055978	0.000218922553129249	0.0151884917265617	0.0538519896569152	4.34106855743173	0.00783979413233123	0.0267499692620902	2.45721927886438	0.176975216901957	0	0.000162712708406875	25.7099747150368	0.886367124601369	0.000461512409299499	0.00496125839996961	1.4792064400625e-05	0	0	2.95841288012499e-05	0	0.00156500041358612	0.000313591765293249	0.00236673030409999	5.91682576024998e-06	5.93049658616904	2.00497557711831	0.00144074707262087	0.00528076699102311
"Re M25 K"	0	0.0184408240781638	0.00176373450269366	0.000163308750249413	0	0	0	0	0	0.520954913295628	0	29.6595113808725	0.236918536336834	0.161701792146959	0.747016683915881	25.278767220132	0.000480127725733275	0.0126205002192747	0.0652908383497154	5.12010166426968	0.00845612708791462	0.0458668955950502	2.6056629660795	0.218441784333615	6.53235000997653e-06	0.000336416025513791	27.7934508814475	0.965383346224382	0.000248229300379108	0.00623186190951761	5.22588000798123e-05	0	0	3.26617500498827e-06	0	0.00226019310345188	0.000542185050828052	0.00306367215467899	2.61294000399061e-05	4.48320080447197	2.034376295957	0.00174087127765875	0.00691775866056515
"Re M26 10' K gefällt"	0	0.0152048391896392	0.00134448862663603	0.000121177086520844	0	0	0	0	0	0.527501168637593	0	22.8476569169699	0.288609198067929	0.163075506769789	0.475262303672202	19.5829730959747	0.000242354173041687	0.0292844625758706	0.0699941933094207	7.02160627845029	0.016855155701304	0.0453837040707827	6.02999109810041	0.232025269000149	0	0.000132717761427591	32.2556439526373	0.921672920077537	0.00153490976259735	0.00819387918379038	5.77033745337351e-06	0	0	0.000271205860308555	0	0.00219272823228193	0.000525100708256989	0.00389497778102712	1.73110123601205e-05	5.50773516620793	3.94355825204707	0.00119445985284832	0.0062954381616305
