"Sample"	"3prime_overlapping_ncRNA"	"antisense"	"bidirectional_promoter_lncRNA"	"IG_C_gene"	"IG_C_pseudogene"	"IG_J_gene"	"IG_pseudogene"	"IG_V_gene"	"IG_V_pseudogene"	"lincRNA"	"macro_lncRNA"	"miRNA"	"misc_RNA"	"Mt_rRNA"	"Mt_tRNA"	"piRNA"	"polymorphic_pseudogene"	"processed_pseudogene"	"processed_transcript"	"protein_coding"	"pseudogene"	"ribozyme"	"rRNA"	"scaRNA"	"sense_intronic"	"sense_overlapping"	"snoRNA"	"snRNA"	"sRNA"	"TEC"	"TR_C_gene"	"TR_J_gene"	"TR_J_pseudogene"	"TR_V_gene"	"TR_V_pseudogene"	"transcribed_processed_pseudogene"	"transcribed_unitary_pseudogene"	"transcribed_unprocessed_pseudogene"	"translated_unprocessed_pseudogene"	"tRNA"	"unassigned"	"unitary_pseudogene"	"unmapped_reads"	"unprocessed_pseudogene"
"Li M44 0h K"	4.16311951537625e-06	0.0196124560369375	0.00171520524033502	0.000120730465945911	0	0	0	4.16311951537625e-06	0	0.385588129514149	0	29.1112460054348	0.206045274174517	0.19756083660218	0.25775121855549	18.8441356778968	0.000328886441714724	0.0125393159803133	0.0594368573210268	5.59852565620235	0.00468767257431366	0.036702061647557	2.40363533587569	0.215066754164337	0	0.000378843875899239	24.9831050202267	0.355988349759823	0.00149872302553545	0.00698155142728598	2.08155975768813e-05	0	0	8.32623903075251e-06	0	0.00231053133103382	0.000287255246560961	0.00253533978486414	2.08155975768813e-05	2.3891518430817	2.18656195810495	0.00184426194531168	12.7083636113546	0.00623635303403363
"Li M45 0h K"	0	0.0172507948243744	0.00157399298958673	0.000109421972538115	0	0	0	0	0	0.325858634218507	0	27.555823723559	0.131584130514489	0.137526585330789	0.230451091240081	17.5692253900725	0.000492398876421518	0.00803409790674083	0.0414414678301084	3.79897096210195	0.00219264798816761	0.0256804952472145	1.4557667567967	0.108946407811315	0	0.000265137856534663	20.1671555303717	0.543991336473239	4.20853740531212e-05	0.00507970464821173	5.47109862690575e-05	0	0	4.20853740531212e-06	0	0.00179704547206827	0.000345100067235594	0.0036109250937578	2.52512244318727e-05	2.10951254026308	1.33005774450003	0.00114051363683958	24.4202908065679	0.00569835964679261
"Li M46 0h K ohne Narkose gefällt"	8.69107437091396e-06	0.0179731417990501	0.00185699289058528	8.11166941285303e-05	0	0	0	5.79404958060931e-06	0	0.587887446646943	0	24.7755559013959	0.216202063075646	0.139259981669945	0.26121893129219	15.8762752558276	0.000449038842497221	0.0102236004849851	0.0704266726523061	5.30442631782471	0.00480037007753481	0.0431743604499103	2.30473676300124	0.234800962229402	5.79404958060931e-06	0.000324466776514121	33.2244274117413	0.592241674906771	0.00164840710568335	0.00575638825833535	3.76613222739605e-05	5.79404958060931e-06	0	2.02791735321326e-05	2.89702479030465e-06	0.00181353751873071	0.000353437024417168	0.00301000875712654	2.02791735321326e-05	2.59991172186059	1.79831944750724	0.00121964743671826	11.9161350722744	0.00538267206038605
"Li M47 10' gefällt"	0	0.00756671265602707	0.000830904344056484	5.9049039679141e-05	0	0	0	0	0	0.595307111313809	0	15.7605640735436	0.237596464514669	0.141679735133002	1.48946141244375	10.5328808883439	9.27913480672216e-05	0.0104137199262714	0.0541521871743208	4.73476289090095	0.010485422331596	0.0373864776939933	2.64831568730109	0.241396691996877	0	0.000130751445003812	31.6193098289193	0.680101532293055	0.000476610105981638	0.00471126980868575	4.21778854851007e-06	0	0	4.21778854851007e-06	0	0.000814033189862444	0.000160275964843383	0.00141717695229938	8.43557709702015e-06	4.48796321177343	1.92826326187654	0.00110927838825815	24.7692627141123	0.00331096401058041
"Li M48 10' K"	5.35531884510728e-06	0.0183071574719992	0.00179403181311094	3.7487231915751e-05	0	0	0	5.35531884510728e-06	5.35531884510728e-06	0.605528579475703	0	29.0593872460243	0.246323245599555	0.147099898037407	0.286089165683899	7.46949161877874	0.000417714869918368	0.0087505909929053	0.0746451117225279	5.38883778575881	0.00508487524342937	0.0642316942282167	1.59491034781216	0.271051430366837	2.67765942255364e-06	0.000270443601677918	38.5977483187043	0.822807253318818	0.00262410623410257	0.00575161243964522	4.55202101834119e-05	2.67765942255364e-06	0	1.87436159578755e-05	0	0.00137363928377002	0.000310608493016222	0.00280618707483622	3.21319130706437e-05	2.05170833466212	1.83123253546848	0.00127992120398064	11.4320473365201	0.00793390486902644
"Li M49 10' K"	0	0.0183560796474042	0.00176356683582596	5.18696128184106e-05	0	0	0	2.88164515657837e-06	0	0.436272431770495	0	34.9737838009413	0.219290314770457	0.183598257861078	0.204815811148964	10.6585974070553	0.000397667031607815	0.0110194110787557	0.0579873454858265	4.89554338880145	0.00294504135002309	0.0354816968129494	1.31258936882145	0.178131776999048	5.76329031315674e-06	0.00026511135440521	31.2724345080581	0.562695968079901	0.000250703128622318	0.00680644585983811	1.72898709394702e-05	0	0	1.44082257828918e-05	0	0.00146387573954181	0.000273756289874945	0.00358764821994007	2.88164515657837e-05	1.75626474699919	1.80975672604076	0.00140336119125367	11.385175416835	0.00892733669507978
"Li M5 1h"	0	0.0179909290045913	0.00149811121074955	0.000135944755966384	0	0	0	8.15668535798305e-06	2.71889511932768e-06	0.505211496597874	0	21.5351229862299	0.185771227923183	0.125118115601221	0.254975265395431	17.2594211483167	0.000473087750763017	0.0155683934532703	0.0608679050363889	5.60714477784805	0.0108429537358788	0.0491956882891151	3.92790349314401	0.231108804037973	0	0.000386083106944531	24.9469149322427	0.829382642780194	0.000989677823435277	0.00733557903194609	2.99078463126045e-05	0	0	1.08755804773107e-05	0	0.00202557686389912	0.00032898630943865	0.00277599191683357	2.99078463126045e-05	2.49423553451276	2.56346947983132	0.00148723563027224	19.3566572119808	0.00557917278486041
"Li M50 0h K gefällt"	0	0.0124495483696188	0.00114796671806124	0.000167126419574548	0	0	0	1.36988868503728e-05	0	0.398062254098132	0	17.2337859701261	0.177249896956973	0.111232221447657	0.248393695925699	21.6110323820863	0.000200003748015442	0.011613916271746	0.0493242119934522	3.97586902724424	0.0137235448467034	0.0377924890428084	2.53060906675621	0.189129571633616	5.4795547401491e-06	0.000139728645873802	22.7553880735738	0.625395281380068	0.00033699261651917	0.00527407143739351	1.09591094802982e-05	2.73977737007455e-06	0	3.56171058109692e-05	0	0.00113700760858094	0.000235620853826411	0.00249867696150799	1.09591094802982e-05	5.46789972721681	1.87740778484726	0.00098084029848669	22.6566437573789	0.00480008995237061
"Li M6 1h B"	0	0.0155432911058644	0.00189163927770843	0.000241280520115871	0	0	0	4.82561040231741e-06	0	0.383804923348315	0	43.1211237379641	0.340408209000275	0.868542313871502	1.56545214256378	3.43279447189654	0.000332967117759901	0.0123873419027488	0.262107854612273	6.61206102447612	0.00174204535523659	0.0504421055354239	2.23276167704824	0.307796733901414	0	0.000207501247299649	23.9565112130055	0.80046742792601	0.00307391382627619	0.00749417295479894	9.65122080463482e-06	0	0	9.65122080463482e-06	0	0.000912040366037991	0.000361920780173806	0.00242728203236566	4.82561040231741e-06	0.952556190975848	2.34168535504935	0.00423688593323469	12.7052338136119	0.015369569131381
"Li M7 K"	0	0.00912181316696279	0.000972376022874206	9.53309826347261e-05	0	0	0	0	0	0.347413338144552	0	21.3702074663661	0.172192268319564	0.12026956769197	1.41670828544994	22.3381083805412	0.000152529572215562	0.00990897470928953	0.0408779253537706	3.32795830015815	0.00924982905792942	0.0290459885376205	1.8373821218781	0.152396108839873	0	0.000133463375688617	20.1341323268125	0.631859200387687	0.00016342454165953	0.00384592421372095	2.45136812489296e-05	0	0	2.17899388879374e-05	0	0.00122296032008549	0.000209728161796397	0.00190661965269452	8.17122708297652e-06	5.70404218619329	1.4727111521343	0.00111673436800679	20.8629186228584	0.00362257734011959
"Li M8 2h B"	0	0.0194434715970173	0.00166988759399888	4.79528532060488e-05	0	0	0	2.82075607094405e-06	8.46226821283214e-06	0.301310342742172	2.82075607094405e-06	27.4982054349877	0.15731638683262	0.186818674578624	0.286360335566169	19.1551536567379	0.000448500215280103	0.0156664792180232	0.0656389937708679	4.29058718212336	0.00354851113724761	0.0419756710917184	1.90261407363211	0.147404249999323	8.46226821283214e-06	0.000349773752797062	21.9131281598109	1.04043869752378	0.00154013281473545	0.0076019376111942	1.97452924966083e-05	0	0	1.41037803547202e-05	0	0.00193785942073856	0.000377981313506502	0.00325515250586943	3.66698289222726e-05	1.99839284602102	1.89366099386294	0.00157962339972867	19.0564695055959	0.00696444673916085
"Li M9 1h K"	3.24369785188056e-05	0.038184811112338	0.0032372104561768	9.73109355564168e-05	0	0	0	1.94621871112834e-05	0	0.349119199797905	0	26.8977740837105	0.185481130566234	0.0648285452676849	0.122715577132345	15.4235562268424	0.000973109355564168	0.0222582546596044	0.0716338233609303	7.79716197197627	0.0166920691457774	0.0374128110235904	2.55653343675107	0.238664800545668	0	0.000551428634819695	19.5791418810308	0.979421591583927	0.00181647079705311	0.00990625323964323	3.89243742225667e-05	0	0	0.000149210101186506	0	0.00966621959860407	0.000707126131709962	0.00680527809324541	3.89243742225667e-05	3.85036017372208	3.13656499922865	0.00157643715601395	18.5877510443734	0.00912776575519189
"Maus 1 -0 min"	0	0.0183716181875289	0.00178993298824272	2.77816650059846e-05	0	0	0	3.96880928656922e-06	0	0.40351280897478	0	28.7523801941494	0.182716041935074	0.112110924727007	0.221622279371312	12.8163012015094	0.000381005691510646	0.010088713206459	0.0602147744958283	4.65646105879735	0.00768758358808459	0.0364773261528577	1.56063900052047	0.233552520086739	1.19064278597077e-05	0.000333379980071815	27.1810730342666	0.854532265109793	0.00291707482562838	0.00479829042746219	4.36569021522615e-05	0	0	3.17504742925538e-05	0	0.00189709083898009	0.000265910222200138	0.00392515238441696	2.77816650059846e-05	3.35337396811951	1.95699207754228	0.000924732563770629	17.5559246900975	0.0085885032961358
"Maus 10 - 1h"	1.79772016723831e-05	0.0159862265871667	0.00163592535218686	7.19088066895325e-05	0	0	0	0	0	0.488930448184222	0	26.5623132056389	0.210086073043887	0.232746335751926	0.401179232520902	10.4684975607634	0.000391004136374333	0.00597741955606739	0.048376649700383	4.6124510817871	0.00275051185587462	0.0204850213056806	1.30590437818567	0.163165576678967	8.98860083619156e-06	0.000422464239301003	32.2637287844302	0.836924129557378	0.00011685181087049	0.00428756259886337	1.34829012542873e-05	0	0	4.49430041809578e-06	0	0.00154603934382495	0.000233703621740981	0.00253927973622411	2.69658025085747e-05	1.8887657051081	1.23896626775855	0.0019145719781088	19.212612948511	0.0069212226438675
"Maus 2 - 0 min"	0	0.0139361195503858	0.00152325027643752	2.59276642797875e-05	0	0	0	0	3.24095803497344e-06	0.480650281376736	0	31.4371600599629	0.17513164933586	0.189469647682582	0.298054705686332	11.0947035810058	0.000298168139217556	0.00800516634638439	0.0522798940621565	4.14242403048523	0.00535082171574115	0.0548208051615757	1.45746206928559	0.223629345371202	0	0.000239830894588034	28.6164311257202	0.882636029328596	0.00145519015770307	0.00388914964196813	2.26867062448141e-05	0	0	1.29638321398937e-05	0	0.00112785339617076	0.000243071852623008	0.00262841696636346	1.62047901748672e-05	2.01867932645373	1.38085554421292	0.00128666033988445	17.4483360500124	0.0072111316278159
"Maus 3 unbestrahlt"	0	0.0113378915730951	0.0014133789712786	1.85158817198069e-05	0	0	0	0	6.17196057326898e-06	0.522413258803206	0	28.7061712878296	0.207859288186553	0.167053370856385	0.249229939909175	11.1405616496466	0.000249964403217394	0.00734463308219009	0.0543410268673467	4.17682185629491	0.00435123220415463	0.0399788746133498	1.45021014599958	0.253081243306894	3.08598028663449e-06	0.000154299014331724	32.0769227493344	0.587536700792054	0.00127142387809341	0.00372477820596783	1.85158817198069e-05	0	3.08598028663449e-06	6.17196057326898e-06	0	0.00093505202685025	0.000216018620064414	0.0020583488511852	2.46878422930759e-05	1.79800938224415	1.35079220508536	0.00133005750353947	17.1782944243681	0.00625528204100811
"Maus 4 unbestrahlt"	3.00470621124455e-06	0.0160751782301583	0.00170366842177566	0.000369578863983079	0	0	0	2.70423559012009e-05	6.0094124224891e-06	0.420893236658714	0	39.8292046867167	0.358509526300854	1.00391441106376	1.14284301215308	3.00660218086384	0.000378592982616813	0.0127579825729444	0.212826345648663	7.37327861883511	0.00241578379384062	0.0471618686916944	2.48638237098002	0.358479479238742	0	0.000156244722984717	26.9345951176409	0.458671407852692	0.00306179562925819	0.00724735138152185	9.01411863373364e-06	0	0	1.20188248449782e-05	0	0.00103361893666812	0.000444696519264193	0.00227456260191212	3.00470621124455e-06	0.829187740173679	2.3234311437318	0.00473842169513265	13.1451720200315	0.0161292629419607
"Maus 5 - 10 min"	0	0.01585727720069	0.00170355036656727	7.00431868779493e-05	0	0	0	0	0	0.450022472606047	2.50154238849819e-06	26.5186032077728	0.244375675932388	0.194522437672008	0.409227319334419	10.7419732321456	0.000340209764835754	0.00734452845263068	0.0674265735395802	4.62286784474137	0.00602121252911514	0.0370903689942626	1.51279775327473	0.278739363723188	0	0.000292680459454288	32.4804591390937	0.897260728533696	0.00178610126538771	0.00427263439955491	4.25262206044692e-05	0	0	1.00061695539928e-05	0	0.0013783498560625	0.000275169662734801	0.00258909637209563	2.50154238849819e-05	1.91408517706805	1.29699469450376	0.00215632953888544	18.2833680676663	0.00601871098672664
"Maus 6 - 10 min"	3.80981741945294e-06	0.0176223104736795	0.00174299146939972	6.66718048404264e-05	0	0	0	1.90490870972647e-06	1.90490870972647e-06	0.56973533617467	0	23.26645021062	0.223194343701231	0.17068934493504	0.409829679445391	11.253170101452	0.000407650463881464	0.00748057650309584	0.0592064676070083	4.81495773940978	0.00766725755664903	0.03440265129766	1.65978315205016	0.260300060457993	0	0.000293355941297876	33.789737395762	0.955883190540742	0.00120009248712767	0.0046994097868952	4.57178090334352e-05	0	0	2.09539958069911e-05	0	0.00141725208003649	0.000344788476460491	0.00300785085265809	3.80981741945294e-05	2.14655780900753	1.37835003436646	0.00196967560585717	18.9530911277467	0.00662908230984811
"Maus 7 - 30 min"	0	0.0183933913626798	0.00166588138392151	1.71740348857888e-05	0	0	0	0	0	0.387145681412894	0	35.996382117811	0.229178908533409	0.172040894468389	0.255472355943551	8.60141787114614	0.000145979296529205	0.00635439290774186	0.0380748353417938	3.77078262162845	0.0020007750641944	0.0214074344851357	0.962183891493761	0.147516372651483	0	8.5870174428944e-05	28.4002206176521	0.520922826155746	0.000266197540729726	0.004147529424918	3.43480697715776e-05	0	0	0	0	0.00178609962812204	0.000343480697715776	0.0030655652271133	3.43480697715776e-05	1.54947577546564	1.16887340134423	0.0016830554188073	17.7315899283559	0.00729037780901735
"Maus 8 - 30 min"	0	0.0207058431775185	0.00230155608043367	9.79385566141988e-05	0	0	0	2.8565412345808e-05	0	0.381988936207721	4.08077319225828e-06	37.6107725883039	0.174979473710843	0.203361251262999	0.2910203402059	8.28228830172911	0.000510096649032285	0.00767593437463783	0.0424114757871403	4.44081573023804	0.00255456401835369	0.0369922089878213	1.10213114299192	0.151098788989747	0	0.000346865721341954	24.6931829867669	0.607729147657065	0.000228523298766464	0.00501527025328543	3.26461855380663e-05	0	0	1.63230927690331e-05	0	0.00150172453475105	0.000330542628572921	0.00330950705892147	4.48885051148411e-05	1.51813332375712	1.3390812384004	0.0017506516994788	19.0687267497947	0.00883079318804693
"Maus 9 - 1h"	5.57886264898736e-06	0.017640363696098	0.00174618400913304	6.41569204633547e-05	0	0	0	5.57886264898736e-06	2.78943132449368e-06	0.450197479185333	2.78943132449368e-06	26.340541419136	0.247358401562126	0.184052257652742	0.49401386643048	10.4626715371253	0.000362626072184179	0.00798056301937642	0.0654679531858667	4.50992746055946	0.00897081113957168	0.0537049212904768	1.55800060368873	0.238490799381561	0	0.000329152896290254	30.3997274614019	0.98475015105468	0.00306279559429406	0.00435988116018362	2.51048819204431e-05	0	0	5.57886264898736e-06	0	0.00175176287178203	0.000337521190263735	0.00299584924250621	3.34731758939242e-05	2.40474363996408	1.4859886446156	0.0015871864236369	20.0612525645683	0.00784109145315174
"Re M1 10'"	0	0.0147251772128263	0.00131258805091516	0.000138874503680443	0	0	0	8.95964539873827e-06	0	0.343373930083945	4.47982269936913e-06	22.9718767482508	0.112385312059073	0.161089944446615	0.633151261392637	19.9913028722114	0.000421103333740699	0.00875357355456729	0.082791603307041	5.25687482551091	0.00164857475336784	0.0295892289293331	2.32320469313394	0.137046736019101	0	0.000228470957667826	29.6745605921107	1.01814722417642	0.00127226964662083	0.00501292160059406	8.95964539873827e-06	0	0	4.47982269936913e-06	0	0.00147834149079181	0.00020607184417098	0.00220407276808961	4.47982269936913e-06	2.97487106174307	1.44942871509009	0.00110651620674418	12.7967658547197	0.00499948213249595
"Re M10 1h"	0	0.0146187082846383	0.00138781514628796	3.49869364610411e-05	0	0	0	5.83115607684018e-06	0	0.373083196952311	0	23.3445668611435	0.142070286656134	0.213834324493806	0.43833966460823	7.43925480624293	0.000384856301071452	0.0103328085681608	0.105952105916186	5.90087921005095	0.00260652676634756	0.0514133031294998	2.18334810753911	0.206032237662994	0	0.000256570867380968	39.3640646143407	0.810921382137933	0.00625683047044951	0.00576118220391809	0	0	0	0	0	0.00130034780513536	0.000256570867380968	0.0020467357829709	1.74934682305205e-05	1.44264550687849	1.67870819833721	0.000903829191910227	16.2548723682389	0.00384273185463768
"Re M11 30' K"	0	0.0244114371364501	0.0022561989542931	8.26213701572119e-05	0	0	0	1.27109800241865e-05	0	0.42188378249276	0	36.0946136713708	0.157126779568981	0.168553950610724	0.249599159244937	14.646290287769	0.000641904491221416	0.0131367978549967	0.0518163100685961	5.37442479637646	0.00367347322698988	0.0301186671673098	1.73335185746822	0.127078022791804	0	0.000330485480628848	22.9242969620504	0.653821034994091	0.000247864110471636	0.00934892580778914	0	0	0	1.27109800241865e-05	0	0.00198291288377309	0.000317774500604661	0.00447426496851363	3.17774500604661e-05	2.11059467811604	2.12792609937902	0.00164607191313215	13.0575385390559	0.00835746936590259
"Re M12 30'"	0	0.0261262035007286	0.0023886539992388	6.88880764367998e-05	6.40819315691161e-06	0	0	0	1.6020482892279e-06	0.277694244309897	0	31.0205619533621	0.142412480622625	0.162636738225838	0.518975533053933	16.1334897765529	0.00066485004002958	0.0154309291218432	0.080185720972435	4.51764160356639	0.00363184347167966	0.042922077764994	1.42525264822187	0.128620446900662	6.40819315691161e-06	0.000462991955586864	20.8740147463098	1.31963601270623	0.00158762985462485	0.00813359916441006	4.32553038091534e-05	1.6020482892279e-06	0	2.88368692061022e-05	0	0.00411245795844803	0.000525471838866752	0.0041396927793649	2.88368692061022e-05	3.3231191540557	2.06331323675898	0.00145465984661894	17.8925868595738	0.00809194590889013
"Re M13 2h K"	0	0.0138123549695507	0.00139798824869564	4.04376766151631e-05	0	0	0	0	5.7768109450233e-06	0.458190648509996	0	28.8368986173723	0.14632662123744	0.145356116998676	0.452327185400797	15.1240145554839	0.000306170980086235	0.0123623754223499	0.0608875873605456	4.51539517228443	0.00821751356929565	0.0334910614537726	2.12929785346992	0.188737078790329	5.7768109450233e-06	0.000193523166658281	25.1377899388634	0.824232497230452	0.000976281049708938	0.00562083704950767	2.31072437800932e-05	2.88840547251165e-06	0	2.88840547251165e-06	0	0.00137776941038806	0.000309059385558747	0.00307037501727989	8.66521641753495e-06	3.11327939216857	1.83194228688579	0.00104849118652173	16.9471183216238	0.00593278484053893
"Re M14 2h"	3.10061867264499e-06	0.0260296937568547	0.00265102896511147	8.68173228340597e-05	0	0	0	1.240247469058e-05	3.10061867264499e-06	0.475436464788692	0	25.4062368572526	0.156305287906707	0.168279877220462	0.315993350785269	10.6581720463848	0.000697639201345123	0.0138907716534496	0.101455343587617	5.91509054984759	0.0037765535432816	0.0442334259839534	1.98289835167391	0.181091633575831	3.10061867264499e-06	0.000496098987623198	33.1523636574253	1.34613049611015	0.00295488959503068	0.00881505888632971	3.72074240717399e-05	0	0	9.30185601793497e-06	0	0.00199369780651073	0.000372074240717399	0.00351610157477942	2.79055680538049e-05	2.0995560286135	2.24808806550789	0.00167433408322829	15.6747436129426	0.00687407159725394
"Re M15 10' K"	0	0.0168219877154269	0.00152010104045525	9.0440794168962e-05	0	0	0	3.47849208342161e-06	0	0.524514864274978	3.47849208342161e-06	29.9748063253874	0.19804794676961	0.157133922884405	0.385629110860204	14.8659376976327	0.000434811510427702	0.0107937609348573	0.0762902883736029	5.03755919219535	0.00502642106054423	0.0368963655288531	2.05534705280758	0.20371093188142	3.47849208342161e-06	0.000288714842923994	28.7397398832319	0.826934966007654	0.00167663318420922	0.0052455660617998	3.82634129176378e-05	0	0	0	0	0.00162445580295789	0.000292193335007416	0.00389591113343221	4.5220397084481e-05	2.95040828626905	1.74338544729008	0.00155488596128946	12.1675357273313	0.00676218861017162
"Re M16 10'"	0	0.0297792655146517	0.00224097056100524	2.22982145373656e-05	0	0	0	0	0	0.225200817720124	0	49.5401996671323	0.128616101451525	0.184060611898684	0.172866908200927	7.45283258678911	0.000379069647135215	0.0152965751726328	0.0480638014352915	4.5142958313042	0.00338932860967957	0.0247956145655505	1.48564084176652	0.0566597631394459	0	0.000914226796031988	13.9954186088412	0.747525344150643	0.000301025896254435	0.0107811867288163	0.000167236609030242	0	0	0	0	0.00332243396606747	0.000457113398015994	0.00405827504580053	4.45964290747311e-05	1.1985624787052	2.12527627487812	0.000903077688763305	18.0198561140812	0.00807195366252634
"Re M17 2h K"	0	0.0231783701455906	0.0021978641185997	8.85045953798536e-05	0	0	0	0	0	0.387183020177032	0	32.7522957477426	0.152444248619832	0.184566499820754	0.204509535313014	8.90334595064679	0.000565446026037954	0.0122185510843853	0.0462780695397323	5.4237091125364	0.00307307622846714	0.0345757952617295	1.75895016242314	0.129895244485832	0	0.000521193728348027	22.3670485197434	0.513749508492188	1.47507658966423e-05	0.00745897062173544	1.96676878621897e-05	0	0	0	0	0.00188318111280466	0.000196676878621897	0.00308291007239823	5.40861416210216e-05	1.05457650624865	1.90463856026231	0.00197660263015006	24.1193952559669	0.00630841088179734
"Re M18 1h K"	2.36134746231419e-06	0.0206854037698723	0.00208743115668575	8.26471611809968e-05	0	0	0	9.44538984925677e-06	2.36134746231419e-06	0.589151469152467	0	26.3291682469985	0.224965572734673	0.160248122835028	0.28568526138062	6.88822292593525	0.000469908145000524	0.011221123140917	0.0730388383568403	5.25866412623461	0.00790579130382792	0.050745356965132	1.46671319465706	0.268178231295023	4.72269492462839e-06	0.000406151763518041	33.0398390958948	0.820447814433604	0.0010649677055037	0.00677942856430405	2.36134746231419e-05	0	0	7.08404238694258e-06	0	0.0014970942911072	0.000325865949799359	0.00320198715889805	5.19496441709122e-05	1.96602483825832	1.84574488257043	0.00176864924927333	20.6684799926099	0.00708404238694258
"Re M19 2h"	5.26074238333936e-06	0.0284974414905493	0.00271717344099478	8.68022493250994e-05	0	0	0	0	5.26074238333936e-06	0.438890585186044	2.63037119166968e-06	29.6884209587135	0.191170117468169	0.101982121472225	0.163827408930763	9.43154837747131	0.000607615745275695	0.0180943234274957	0.063775979913223	6.55390388118634	0.0146801016207085	0.0353022117633987	1.93600580449272	0.283543492977225	2.63037119166968e-06	0.000615506858850705	25.6230560241708	0.796736803585554	0.00212007918048576	0.00906688949768538	4.20859390667148e-05	0	0	0.000110475590050126	0	0.00240678964037776	0.000510292011183917	0.00493720672676399	4.20859390667148e-05	2.00091284401836	2.63385643349864	0.00145459526899333	19.9625813915758	0.00848031672194304
"Re M2 30'"	0	0.0158168235319887	0.00135595697171428	0.00013639803857481	0	0	0	1.33723567230205e-05	2.67447134460411e-06	0.296034558662884	0	23.697062416839	0.169483923578907	0.174035873807423	1.26311804792904	21.9077795744579	0.00034500680345393	0.0118265122858394	0.079188422042383	3.94977160950782	0.00341529990705945	0.0414623292553975	2.18538809534501	0.143394455612294	0	0.000256749249081994	22.9798761810699	1.25826388243858	0.000633849708671174	0.00524463830676866	2.67447134460411e-05	0	0	8.02341403381233e-06	0	0.00301412920536883	0.000267447134460411	0.00250865412123865	1.60468280676247e-05	4.54262969588025	1.75192850111099	0.00142816769801859	15.5082911687325	0.00597476898384558
"Re M20 1h"	5.30147514341087e-06	0.0227883909039516	0.00207022604350194	7.9522127151163e-05	0	0	0	2.65073757170543e-06	5.30147514341087e-06	0.574192169832544	0	27.836068527822	0.191094322281816	0.128017371025514	0.246107729844991	7.40545567915091	0.000591114478490312	0.0161376903365427	0.0554534300000777	5.92918570481614	0.0103140198915058	0.0412348736654497	1.85921938058148	0.268042583250853	0	0.00042941948661628	28.2369634274291	0.620781533392839	0.00242012340296706	0.00973615910087406	3.44595884321706e-05	0	0	4.24118011472869e-05	2.65073757170543e-06	0.00183696113719187	0.000397610635755815	0.00333727860277714	4.24118011472869e-05	1.34135008267253	2.40070144877917	0.00157453811759303	22.7875771275171	0.00670636605641475
"Re M21 direkt K"	3.10492761327009e-06	0.0164716409883978	0.00141895191926443	9.00429007848326e-05	0	0	0	9.31478283981027e-06	6.20985522654018e-06	0.327265580293894	0	23.8072529246089	0.154858264711846	0.139867674194978	0.913305142660557	21.6446646321111	0.000425375083018002	0.0125966913270367	0.0782441758544062	4.04350686670266	0.00338126617085113	0.031614372958316	2.05171753728319	0.152582352771319	3.10492761327009e-06	0.000276338557581038	22.9375502804215	1.21579029567294	0.000614775667427477	0.00576895550545582	3.10492761327009e-05	0	0	4.96788418123214e-05	0	0.00196541917919997	0.00035706667552606	0.00330364298051937	2.79443485194308e-05	4.28094378621704	1.73900785764031	0.00133201394609287	16.4281099032598	0.00558576477627289
"Re M22 0h"	0	0.0275870594079033	0.00183675704714686	5.95061678341314e-05	0	0	0	0	0	0.221366911420824	3.96707785560876e-06	27.2211797843584	0.131913272854703	0.343862341446312	0.34072041578467	25.2459637858951	0.000674403235453489	0.0501597324063172	0.0626322251843511	5.23851837417566	0.00451850167753838	0.0340573633904012	3.58428657916536	0.110677505093629	0	0.000400674863416485	12.7580311408471	1.07509793425925	0.00139244432731867	0.00802936557975213	6.34732456897402e-05	0	0	3.17366228448701e-05	0	0.00355846883648106	0.000579193366918879	0.00676783482166854	3.17366228448701e-05	2.42192880039414	2.57761280375965	0.00419716837123407	18.5107621466668	0.0114965916255542
"Re M23 0h"	4.13626152522741e-06	0.021243839193568	0.00191095282465506	3.72263537270467e-05	0	0	0	0	8.27252305045482e-06	0.379125595140819	0	29.7250821368473	0.149670623290354	0.148835098462258	0.272927080480605	8.46858598301213	0.000645256797935476	0.012458419713985	0.0688149829952084	4.96855593307215	0.00630366256444657	0.0564847873885055	1.40223401966734	0.220276607525986	4.13626152522741e-06	0.000413626152522741	25.3393957691256	0.97681538553618	0.00316424006679897	0.00723845766914797	8.27252305045482e-06	0	0	1.24087845756822e-05	0	0.00181581880957483	0.000785889689793208	0.00362750135762444	5.37713998279563e-05	1.68041001602346	2.03653386082249	0.00134428499569891	24.0372716871534	0.00790025951318435
"Re M24 direkt K"	0	0.0093676610856983	0.000780019360823411	0.000118860093077853	0	0	0	4.95250387824388e-06	4.95250387824388e-06	0.412655004394976	0	20.6626187706385	0.149469043297339	0.123592210533515	0.606349907325033	26.8939879153458	0.000183242643495024	0.012713077455452	0.0450752140478367	3.63356295039773	0.00656206763867314	0.0223902700335406	2.05674266935948	0.148131867250214	0	0.000136193856651707	21.5197733793655	0.741907367228385	0.000386295302503023	0.00415267450190749	1.23812596956097e-05	0	0	2.47625193912194e-05	0	0.00130993727579551	0.000262482705546926	0.00198100155129755	4.95250387824388e-06	4.96394663845456	1.67820546418172	0.00120593469435238	16.2979597689786	0.00442010971133266
